Nombre,Dirección,Categoría,Teléfonos,Sitios Web,Correos Electrónicos,Fuente
Socias Contadoras,"Av. Padre Alberto Hurtado 320, Piso. 8, Of. 2B, 4030000 Concepción, Bío Bío",,966978494,sociascontadoras.cl,,google_maps
Sociedad Constructora Proyeccion Limitada,"Avda. Francesa 247 Pedro de Valdivia Concepción, 4040364 Biobío",,,(41) 213 0914,,google_maps
Sonesta Hotel Concepción,"Calle A Nº 809 Brisa del Sol, Concepción, Talcahuano, Bío Bío",,412109500,,,google_maps
Spaceproducciones,"San Martín 2-28, Chiguayante, Bío Bío",,973326062,,,google_maps
Sportlife Mirador,"Caletera Los Carrera 13-21, 4061681 Concepción, Bío Bío",,412907367,sportlife.cl,"20postulaciones@sportlife.cl,jorge.valero@sportlife.cl,postulaciones@sportlife.cl,servicioalalumno@sportlife.cl",google_maps
Sportlife San Pedro,"Av Parque San Pedro del Valle 115, 4130282 San Pedro de la Paz, Bío Bío",,413168630,sportlife.cl,"20postulaciones@sportlife.cl,jorge.valero@sportlife.cl,postulaciones@sportlife.cl,servicioalalumno@sportlife.cl",google_maps
Sportlife Zona Sur,"Desde Talca a - Cochrane 635, Puerto Montt, Concepción, Bío Bío",,412183438,sportlifezonasur.cl,"contacto@sportlifezonasur.cl,corporativo@sportlifezonasur.cl",google_maps
Supermercado Santa Sabina,"Abate Molina 1503, 4090370 Concepción, Bío Bío",,,(41) 248 0853,,google_maps
Supervigilancia Ltda.,"Condominio Millaray - Av. Pedro Aguirre Cerda 255, 4130000 San Pedro de la Paz, Bío Bío",,964910216,supervigilancia.cl,contacto@supervigilancia.cl,google_maps
TCI Seguridad Ltda.,"Concepcion - Chiguayante 2406, 4110413 Chiguayante, Bío Bío",,413223167,,,google_maps
Taltamira Uniformes Corporativos,"Freire 964, 4030513 Concepción, Bío Bío",,996788249,,,google_maps
"Te alojo Conce, Apart Hotel","Maipú 1256, depto 705, 4030000 Concepción, Bío Bío",,999989521,tealojoconce.com,20jane.smith@domain.com,google_maps
Teknika,"Chiguayante, Bío Bío",,,,,google_maps
Terminal Expresos Chiguayante,"Manuel Rodriguez - Calle 201, Chiguayante, Bío Bío",,,,,google_maps
Terminal TMSV Enap,"La Marina 525, 4300206 Talcahuano, Bío Bío",,412506000,enap.cl,,google_maps
Tienda8,"Caupolicán 321, Local 8, 4030000 Concepción, Bío Bío",,412155574,tienda8.cl,tienda8@live.com,google_maps
Transporte Terrestre Melo Limitada,"Colombia 520, 4100783 Chiguayante, Bío Bío",,,,,google_maps
Troncoso Arquitectos Ltda.,"Anibal Pinto 295, OF. 503, Concepción, Bío Bío",,988288806,troncosoarquitectos.cl,contacto@troncosoarquitectos.cl,google_maps
Trébolhome Hotel Boutique,"RM, Los Robles 1468, 4130602 San Pedro de la Paz, Bío Bío",,,,,google_maps
Turcata Outlet,"Tucapel 1318, 4030000 Concepción, Bío Bío",,987043070,turcata.cl,,google_maps
Turismo BUGA,"Dr. Fernando Urra 197, Chiguayante, Bío Bío",,964638939,,,google_maps
Turismo Esquerre | Vuelos - Hoteles - Paquetes de viaje - Seguros de viaje,"Barros Arana 185, 4030633 Concepción, Bío Bío",,412749900,turismoesquerre.cl,"carla.astudillo@esquerre.cl,contacto@esquerre.cl,contactoccp@esquerre.cl,contactopmc@esquerre.cl,contactoscl@esquerre.cl,contactoudec@esquerre.cl,contactozal@esquerre.cl,cristian.bustamante@ideasfractal.com,diego.marin@ideasfractal.com,dmella@esquerre.cl,emisionweb@esquerre.cl,fmoreno@esquerre.cl,kmuller@esquerre.cl,madelyn.pineda@ideasfractal.com",google_maps
Tv Cable Nielsen,"Rengo 1720, Concepción, Bío Bío",,412953969,,,google_maps
UCIHC,"Concepción, Bío Bío",,,,,google_maps
Urbo Oficina de Arquitectura,"Mahuzier 7, dept. 202, 4040364 Concepción, Bío Bío",,412560323,,,google_maps
VM producciones,"Unnamed Road, Chiguayante, Bío Bío",,950465697,facebook.com,,google_maps
Veolia Talcahuano,"Jaime Repullo 1084, Talcahuano, Bío Bío",,,veolia.cl,,google_maps
Via Uno Outlet,"San Pedro RM, Ruta 160 12, San Pedro de la Paz, Bío Bío",,412568454,,,google_maps
Villa San Francisco,"C. 4, Concepción, Bío Bío",,,,,google_maps
Vipser - Servicios Contables,"Serrano 551, Oficina N° 8, 4030640 Concepción, Bío Bío",,982303911,vipser.cl,"contacto@vipser.cl,user@website.com",google_maps
Wyndham Concepcion Pettra,"Autop. Concepción - Talcahuano 8676, 4600000 Hualpén, Bío Bío",,413163000,wyndhampettra.com,white@3x.png,google_maps
Zeus Box S.A.,"Av. Las Rosas 1972, San Pedro de la Paz, Bío Bío",,,,,google_maps
Zona FIT Women,"Caupolicán 280, 4070184 Concepción, Bío Bío",,332429539,es-la.facebook.com,,google_maps
Zootrap,"Angamos 75, 4100438 Chiguayante, Bío Bío",,,,,google_maps
alfas gym,"René Schneider 580, 4121626 San Pedro de la Paz, Bío Bío",,,,,google_maps
casa pension tu casa,"Ongolmo 1683, Concepción, Bío Bío",,956487114,,,google_maps
donde los gatiitos,"Quinta Agrícola 1987, 4050792 Concepción, Bío Bío",,945644683,,,google_maps
hotel,"Universidad San Sebastián, 4080870 Concepción, Bío Bío",,,,,google_maps
jardin Infantil paso a paso,"Hungria 2455, 4600061 Hualpén, Bío Bío",,,9 9833 4163,,google_maps
jardin infantil Y Salas Cunas Nueva Esperanza,"Italia 425, 4111291 Chiguayante, Bío Bío",,,,,google_maps
"junta de vecinos Alonso de Ercilla, Candelaria","4132790 San Pedro de la Paz, Bío Bío",,,,,google_maps
liceo seba,"Los Aromos 73, 1, Chiguayante, Bío Bío",,,,,google_maps
oficina buses jeldres,"Tucapel 875, 4030000 Concepción, Bío Bío",,722772377,busesjeldres.cl,info@centropuerto.cl,google_maps
primera notaria de concepcion,"Castellón 116, 4070156 Concepción, Bío Bío",,412858745,notariahidalgo.cl,"berta@notariaconcepcion.cl,carolina@notariaconcepcion.cl,cespinoza@notariahidalgo.cl,claudio@notariaconcepcion.cl,fandrade@notariahidalgo.cl,info@notariaconcepcion.cl,jvelasquez@notariahidalgo.cl,katherine@notariaconcepcion.cl,leticia@notariaconcepcion.cl,meson@notariaconcepcion.cl,mfigueroa@notariahidalgo.cl,nvalderrama@notariahidalgo.cl,susana@notariaconcepcion.cl",google_maps
sede,"Av. Manuel Rodríguez, Chiguayante, Bío Bío",,,,,google_maps
translogistic,"Cataluña 1208, 4061497 Concepción, Bío Bío",,968362697,translogistic.cl,,google_maps
